"","char.name","char.stat","char.value"
"5345","Cindy Williams Jr","Occupation","Student  Chip shop worker"
"5346","Cindy Williams Jr","Classification","Former, regular"
"5347","Cindy Williams Jr","Romances","TJ Spraggan (2013) Liam Butcher (2014-)"
"5348","Cindy Williams Jr","Daughters","Beth Williams Spraggan"
"5349","Cindy Williams Jr","Father","Nick Holland"
"5350","Cindy Williams Jr","Mother","Cindy Beale (deceased)"
"5351","Cindy Williams Jr","Adoptive father","Ian Beale (guardian/foster)"
"5352","Cindy Williams Jr","Half-Brothers","Steven Beale Peter Beale Bobby Beale (foster)"
"5353","Cindy Williams Jr","Half-Sisters","Lucy Beale"
"5354","Cindy Williams Jr","Grandfathers","Tom Williams"
"5355","Cindy Williams Jr","Grandmothers","Bev Williams"
"5356","Cindy Williams Jr","Aunts","Gina Williams"
"5357","Cindy Williams Jr","Nephews","Louie Beale"
"5358","Cindy Williams Jr","Nieces","Abi Branning"
"5359","Cindy Williams Jr","Page Links:","What Links Here"
"5360","Claire (2016)","Portrayed by","Uncredited (search)"
"5361","Claire (2016)","Introduced by","Dominic Treadwell-Collins"
"5362","Claire (2016)","Gender"," Female"
"5363","Claire (2016)","First Appearance","27 April 2016"
"5364","Claire (2016)","Status","Alive"
"5365","Claire (2016)","Classification","Former; guest"
"5366","Claire (2016)","Page Links:","What Links Here"
"5367","Claire Amartey","Portrayed by","Eva Fontaine (search)"
"5368","Claire Amartey","Introduced by","Kate Oates"
"5369","Claire Amartey","Gender"," Female"
"5370","Claire Amartey","First Appearance","1 March 2019"
"5371","Claire Amartey","Last Appearance","5 April 2019"
"5372","Claire Amartey","Episode Count"," 5 "
"5373","Claire Amartey","Status","Alive"
"5374","Claire Amartey","Classification","Former; guest"
"5375","Claire Amartey","Page Links:","What Links Here"
"5376","Claire Raymond","Portrayed by","Chiron Miller (search)"
"5377","Claire Raymond","Introduced by","Sean O'Connor"
"5378","Claire Raymond","Gender"," Female"
"5379","Claire Raymond","First Appearance","6 September 2016"
"5380","Claire Raymond","Status","Alive"
"5381","Claire Raymond","Occupation","Paramedic"
"5382","Claire Raymond","Classification","Former; guest"
"5383","Claire Raymond","Page Links:","What Links Here"
"5384","Claire Reid","Portrayed by","Louise Rhian Poole (search)"
"5385","Claire Reid","Introduced by","Kate Oates Jon Sen"
"5386","Claire Reid","Gender"," Female"
"5387","Claire Reid","First Appearance","20 January 2022"
"5388","Claire Reid","Last Appearance","30 March 2022"
"5389","Claire Reid","Duration","2022"
"5390","Claire Reid","Episode Count"," 3 "
"5391","Claire Reid","Occupation","Social Worker"
"5392","Claire Reid","Classification","Former; guest"
"5393","Claire Reid","Page Links:","What Links Here"
"5394","Clara (2021)","Portrayed by","Chelsea Smith (search)"
"5395","Clara (2021)","Introduced by","Kate Oates Jon Sen"
"5396","Clara (2021)","Gender"," Female"
"5397","Clara (2021)","First Appearance","5 April 2021"
"5398","Clara (2021)","Last Appearance","6 April 2021"
"5399","Clara (2021)","Episode Count"," 2 "
"5400","Clara (2021)","Status","Alive"
"5401","Clara (2021)","Occupation","Add information or Blank"
"5402","Clara (2021)","Classification","Former; guest"
"5403","Clara (2021)","Page Links:","What Links Here"
"5404","Clara Easting","Portrayed by","Emily Eaton-Plowright (search)"
"5405","Clara Easting","Introduced by","Kate Oates"
"5406","Clara Easting","Gender"," Female"
"5407","Clara Easting","First Appearance","5 May 2022"
"5408","Clara Easting","Last Appearance","23 May 2022"
"5409","Clara Easting","Duration","2022"
"5410","Clara Easting","Episode Count"," 3 "
"5411","Clara Easting","Status","Alive"
"5412","Clara Easting","Occupation","Photographer"
"5413","Clara Easting","Classification","Former; guest"
"5414","Clara Easting","Page Links:","What Links Here"
"5415","Clare Bates","Portrayed by","Gemma Bissix"
"5416","Clare Bates","Introduced by","Leonard Lewis"
"5417","Clare Bates","Gender"," Female"
"5418","Clare Bates","First Appearance","6 July 1993"
"5419","Clare Bates","Last Appearance","7 August 2008"
"5420","Clare Bates","Credits","List of appearances"
"5421","Clare Bates","Duration","1993-1998, 2008"
"5422","Clare Bates","Episode Count"," 247 "
"5423","Clare Bates","Status","Alive"
"5424","Clare Bates","Classification","Former; regular"
"5425","Clare Bates","Romances","Arnold (????-2008) Bradley Branning (2008)"
"5426","Clare Bates","Father","Liam Tyler"
"5427","Clare Bates","Mother","Debbie Bates"
"5428","Clare Bates","Adoptive father","Nigel Bates"
"5429","Clare Bates","Grandmothers","Maxine Palmer"
"5430","Clare Bates","Page Links:","What Links Here"
"5431","Clare Butcher","Portrayed by","Lucy Foxell (1989)  Caroline O'Neill (2002)"
"5432","Clare Butcher","Introduced by","Mike Gibbon (1989) Corinne Hollingworth (1989) John Yorke (2002)"
"5433","Clare Butcher","First Appearance","22 June 1989"
"5434","Clare Butcher","Last Appearance","31 May 2002"
"5435","Clare Butcher","Duration","1989, 2002"
"5436","Clare Butcher","Address","Australia"
"5437","Clare Butcher","Age","early 60s"
"5438","Clare Butcher","Date of Birth","1959"
"5439","Clare Butcher","Classification","Former; guest"
"5440","Clare Butcher","Husband","Carl"
"5441","Clare Butcher","Daughters","2 Unnamed daughters"
"5442","Clare Butcher","Father","Frank Butcher"
"5443","Clare Butcher","Mother","June Butcher"
"5444","Clare Butcher","Stepmother","Pat EvansPeggy Mitchell"
"5445","Clare Butcher","Brothers","Ricky Butcher"
"5446","Clare Butcher","Sisters","Diane Butcher Janine Butcher"
"5447","Clare Butcher","Half-Brothers","Danny Butcher"
"5448","Clare Butcher","Grandmothers","Mo Butcher Lydia Simmonds"
"5449","Clare Butcher","Uncles","Norman Simmonds"
"5450","Clare Butcher","Nephews","Liam Butcher Morgan Butcher (step)"
"5451","Clare Butcher","Nieces","Tiffany Butcher-Baker Whitney Dean (step) Scarlett Butcher"
"5452","Clare Butcher","Page Links:","What Links Here"
"5453","Clare Friday","Portrayed by","Hattie Ladbury (search)"
"5454","Clare Friday","Introduced by","Dominic Treadwell-Collins"
"5455","Clare Friday","Gender"," Female"
"5456","Clare Friday","First Appearance","29 December 2015"
"5457","Clare Friday","Duration","2015"
"5458","Clare Friday","Status","Alive"
"5459","Clare Friday","Classification","Guest"
"5460","Clare Friday","Page Links:","What Links Here"
"5461","Claudette Hubbard","Portrayed by","Ellen Thomas"
"5462","Claudette Hubbard","Introduced by","Dominic Treadwell-Collins (2015)"
"5463","Claudette Hubbard","Gender"," Female"
"5464","Claudette Hubbard","First Appearance","12 March 2015"
"5465","Claudette Hubbard","Last Appearance","1 November 2016"
"5466","Claudette Hubbard","Credits","List of appearances"
"5467","Claudette Hubbard","Duration","2015-2016"
"5468","Claudette Hubbard","Episode Count"," 107 "
"5469","Claudette Hubbard","Address","1 Albert Square (formerly)"
"5470","Claudette Hubbard","Status","Alive"
"5471","Claudette Hubbard","Age","66"
"5472","Claudette Hubbard","Date of Birth","12th March 1956"
"5473","Claudette Hubbard","Occupation","Nurse  Foster carer"
"5474","Claudette Hubbard","Classification","Former; regular"
"5475","Claudette Hubbard","Husband","Henry Hubbard (backstory)"
"5476","Claudette Hubbard","Romances","Gavin Sullivan (2016)"
"5477","Claudette Hubbard","Sons","Vincent Hubbard"
"5478","Claudette Hubbard","Daughter-in-law","Kim Fox-Hubbard (2014-2018)"
"5479","Claudette Hubbard","Adoptive sons","Glen (foster) Linford Short (foster)"
"5480","Claudette Hubbard","Adoptive daughters","Donna Yates (foster)"
"5481","Claudette Hubbard","Grandsons","Mica Fox"
"5482","Claudette Hubbard","Granddaughters","Pearl Fox"
"5483","Claudette Hubbard","Page Links:","What Links Here"
"5484","Claudia Fielding","Portrayed by","Romla Walker (search)"
"5485","Claudia Fielding","Introduced by","Matthew Robinson"
"5486","Claudia Fielding","Gender"," Female"
"5487","Claudia Fielding","First Appearance","23 February 1999"
"5488","Claudia Fielding","Last Appearance","5 October 1999"
"5489","Claudia Fielding","Episode Count"," Unknown "
"5490","Claudia Fielding","Status","Alive"
"5491","Claudia Fielding","Classification","Former; regular"
"5492","Claudia Fielding","Sisters","Saskia Duncan"
"5493","Claudia Fielding","Page Links:","What Links Here"
"5494","Clem","Portrayed by","Jason Yates"
"5495","Clem","Introduced by","Leonard Lewis (1993)"
"5496","Clem","Gender"," Male"
"5497","Clem","First Appearance","10 August 1993"
"5498","Clem","Last Appearance","25 November 1993"
"5499","Clem","Duration","1993"
"5500","Clem","Episode Count"," 10 "
"5501","Clem","Status","Alive"
"5502","Clem","Classification","Former; guest"
"5503","Clem","Page Links:","What Links Here"
"5504","Clerk of Court (7 May 1987)","Portrayed by","Michael Eaves"
"5505","Clerk of Court (7 May 1987)","Gender"," Male"
"5506","Clerk of Court (7 May 1987)","Appears on","7 May 1987"
"5507","Clerk of Court (7 May 1987)","Episode Count"," 1 "
"5508","Clerk of Court (7 May 1987)","Status","Alive"
"5509","Clerk of Court (7 May 1987)","Occupation","Clerk of Court"
"5510","Clerk of Court (7 May 1987)","Classification","Former; guest"
"5511","Clerk of Court (7 May 1987)","Page Links:","What Links Here"
"5512","Cliff (10 March 2020)","Portrayed by","Uncredited (search)"
"5513","Cliff (10 March 2020)","Introduced by","Kate Oates Jon Sen"
"5514","Cliff (10 March 2020)","Gender"," Male"
"5515","Cliff (10 March 2020)","Appears on","10 March 2020"
"5516","Cliff (10 March 2020)","Episode Count"," 1 "
"5517","Cliff (10 March 2020)","Status","Alive"
"5518","Cliff (10 March 2020)","Classification","Former; guest"
"5519","Cliff (10 March 2020)","Page Links:","What Links Here"
"5520","Cliff (13 December 2021)","Portrayed by","Darren Clarke (search)"
"5521","Cliff (13 December 2021)","Introduced by","Kate Oates Jon Sen"
"5522","Cliff (13 December 2021)","Gender"," Male"
"5523","Cliff (13 December 2021)","Appears on","13 December 2021"
"5524","Cliff (13 December 2021)","Episode Count"," 1 "
"5525","Cliff (13 December 2021)","Status","Alive"
"5526","Cliff (13 December 2021)","Occupation","Criminal"
"5527","Cliff (13 December 2021)","Classification","Former; guest"
"5528","Cliff (13 December 2021)","Page Links:","What Links Here"
"5529","Clint (Beverly)","Portrayed by","Huggy Leaver (search)"
"5530","Clint (Beverly)","Introduced by","Louise Berridge"
"5531","Clint (Beverly)","Gender"," Male"
"5532","Clint (Beverly)","First Appearance","6 September 2004"
"5533","Clint (Beverly)","Last Appearance","7 July 2006"
"5534","Clint (Beverly)","Duration","2004-2006"
"5535","Clint (Beverly)","Episode Count"," 16 "
"5536","Clint (Beverly)","Status","Alive"
"5537","Clint (Beverly)","Classification","Former; recurring"
"5538","Clint (Beverly)","Half-Sisters","Rosie Miller"
"5539","Clint (Beverly)","Nephews","Mickey Miller Darren Miller"
"5540","Clint (Beverly)","Nieces","Dawn Swann Demi Miller"
"5541","Clint (Beverly)","Other known relatives","Aleesha Miller Summer Swann George Trott"
"5542","Clint (Beverly)","Page Links:","What Links Here"
"5543","Clive","Portrayed by","Uncredited"
"5544","Clive","Introduced by","John Yorke"
"5545","Clive","Gender"," Male"
"5546","Clive","First Appearance","2001"
"5547","Clive","Credits","List of appearances"
"5548","Clive","Duration","2001-"
"5549","Clive","Episode Count"," Ongoing "
"5550","Clive","Doof Doof Count"," 2 "
"5551","Clive","Status","Alive"
"5552","Clive","Classification","Present; extra"
"5553","Clive","Page Links:","What Links Here"
"5554","Clive (30 April 2019)","Portrayed by","Add information or Blank (search)"
"5555","Clive (30 April 2019)","Introduced by","Kate Oates"
"5556","Clive (30 April 2019)","Gender"," Male"
"5557","Clive (30 April 2019)","Appears on","30 April 2019"
"5558","Clive (30 April 2019)","Episode Count"," 1 "
"5559","Clive (30 April 2019)","Status","Alive"
"5560","Clive (30 April 2019)","Occupation","Labourer"
"5561","Clive (30 April 2019)","Classification","Former; guest"
"5562","Clive (30 April 2019)","Page Links:","What Links Here"
"5563","Clive Dixon","Portrayed by","John Gillett (search)"
"5564","Clive Dixon","Gender"," Male"
"5565","Clive Dixon","First Appearance","15 June 1995"
"5566","Clive Dixon","Last Appearance","30 September 1997"
"5567","Clive Dixon","Cause/Reason","Suicide by hanging"
"5568","Clive Dixon","Duration","1995-1997"
"5569","Clive Dixon","Episode Count"," 14 "
"5570","Clive Dixon","Status","Deceased"
"5571","Clive Dixon","Date of Death","2 October 1997"
"5572","Clive Dixon","Occupation","Councillor"
"5573","Clive Dixon","Classification","Former; guest"
"5574","Clive Dixon","Wife","Sue Dixon"
"5575","Clive Dixon","Romances","Jamie (1997)"
"5576","Clive Dixon","Page Links:","What Links Here"
"5577","Clive Mitchell","Other names","Uncle Clive"
"5578","Clive Mitchell","Portrayed by","Tony Selby (search)"
"5579","Clive Mitchell","Introduced by","Louise Berridge (2002)"
"5580","Clive Mitchell","Gender"," Male"
"5581","Clive Mitchell","First Appearance","3 October 2002"
"5582","Clive Mitchell","Last Appearance","4 October 2002"
"5583","Clive Mitchell","Duration","2002"
"5584","Clive Mitchell","Episode Count"," 2 "
"5585","Clive Mitchell","Status","Unknown"
"5586","Clive Mitchell","Classification","Former; guest"
"5587","Clive Mitchell","Wife","Elaine Mitchell"
"5588","Clive Mitchell","Sons","Harry Mitchell Charlie Mitchell"
"5589","Clive Mitchell","Father","Phillip Mitchell"
"5590","Clive Mitchell","Mother","Sandra Mitchell"
"5591","Clive Mitchell","Brothers","Eric Mitchell (deceased) Archie Mitchell (deceased)"
"5592","Clive Mitchell","Grandfathers","Edward Mitchell"
"5593","Clive Mitchell","Grandmothers","Betty Mitchell"
"5594","Clive Mitchell","Uncles","Kenneth Mitchell"
"5595","Clive Mitchell","Nephews","Phil Mitchell Grant Mitchell"
"5596","Clive Mitchell","Nieces","Ronnie Mitchell (deceased) Roxy Mitchell (deceased) Sam Mitchell"
"5597","Clive Mitchell","Other known relatives","Ben Mitchell Louise Mitchell Courtney Mitchell Danielle Jones (deceased) James Branning (deceased) Richard Branning Matthew Mitchell-Cotton Amy Mitchell Billy Mitchell Dan Pearce (deceased) Lola Pearce Lexi Pearce Janet Mitchell William Mitchell Jamie Mitchell"
"5598","Clive Mitchell","Page Links:","What Links Here"
"5599","Clive Morris","Portrayed by","Julian Bird (search)"
"5600","Clive Morris","Introduced by","Sean O'Connor"
"5601","Clive Morris","Gender"," Male"
"5602","Clive Morris","First Appearance","30 September 2016"
"5603","Clive Morris","Status","Alive"
"5604","Clive Morris","Occupation","Retired"
"5605","Clive Morris","Classification","Former; guest"
"5606","Clive Morris","Page Links:","What Links Here"
"5607","Clyde Tavernier","Portrayed by","Steven Woodcock"
"5608","Clyde Tavernier","Introduced by","Michael Ferguson (1990)"
"5609","Clyde Tavernier","Gender"," Male"
"5610","Clyde Tavernier","First Appearance","5 July 1990"
"5611","Clyde Tavernier","Last Appearance","22 July 1993"
"5612","Clyde Tavernier","Credits","List of appearances"
"5613","Clyde Tavernier","Duration","1990-1993"
"5614","Clyde Tavernier","Episode Count"," 199 "
"5615","Clyde Tavernier","Doof Doof Count"," 10 "
"5616","Clyde Tavernier","Status","Alive"
"5617","Clyde Tavernier","Occupation","Barman  Boxer"
"5618","Clyde Tavernier","Classification","Former; regular"
"5619","Clyde Tavernier","Romances","Abigail Chadwick (deceased) Michelle Fowler (1991-1993)"
"5620","Clyde Tavernier","Sons","Kofi Tavernier"
"5621","Clyde Tavernier","Father","Celestine Tavernier"
"5622","Clyde Tavernier","Mother","Etta Tavernier"
"5623","Clyde Tavernier","Brothers","Lloyd Tavernier"
"5624","Clyde Tavernier","Sisters","Hattie Tavernier"
"5625","Clyde Tavernier","Grandfathers","Jules Tavernier"
"5626","Clyde Tavernier","Page Links:","What Links Here"
"5627","Cody","Portrayed by","Jacob Avery (search)"
"5628","Cody","Introduced by","John Yorke"
"5629","Cody","Gender"," Male"
"5630","Cody","Appears on","14 August 2018"
"5631","Cody","Episode Count"," 1 "
"5632","Cody","Status","Alive"
"5633","Cody","Occupation","Gang Member"
"5634","Cody","Classification","Former; guest"
"5635","Cody","Page Links:","What Links Here"
"5636","Cody Harris","Portrayed by","Joshua Lyster (search)"
"5637","Cody Harris","Introduced by","Kate Oates Jon Sen"
"5638","Cody Harris","Gender"," Male"
"5639","Cody Harris","Appears on","14 December 2021"
"5640","Cody Harris","Episode Count"," 1 "
"5641","Cody Harris","Status","Alive"
"5642","Cody Harris","Occupation","Criminal"
"5643","Cody Harris","Classification","Former; guest"
"5644","Cody Harris","Page Links:","What Links Here"
"5645","Col (15 August 1991)","Portrayed by","Uncredited (search)"
"5646","Col (15 August 1991)","Introduced by","Michael Ferguson"
"5647","Col (15 August 1991)","Gender"," Male"
"5648","Col (15 August 1991)","Appears on","15 August 1991"
